,I_BOWMN,I_BRR023,I_CMBIE,I_CMPFW,I_DER001,I_DER004,I_DHC021,I_ENGLB,I_FRDYC,I_FRNCH,I_JKSMD,I_LCBRF,I_MERLC,I_MFY013,I_NBLDB,I_NFY029,I_OGN005,I_RLLNS,I_SCOTF,I_SFD003,I_SFY007,I_SFY048,I_SLT009,I_SPLDG,I_WLF013
1932-01-31,2.51,11.46,3.77,1.95,1.9,2.17,5.33,4.56,1.67,0.51,0.89,1.64,3.6040657790149115,12.76,22.18,22.63,5.99,19.05,2.17,0.54,16.49,3.1,7.35,3.89,2.37
1932-02-29,6.33,19.58,6.44,3.33,2.77,3.17,3.84,2.67,3.76,1.3,1.21,4.34,3.6160096066180567,21.62,28.62,27.19,7.0,35.92,3.17,0.79,0.21,8.21,8.88,10.27,4.05
1932-03-31,7.41,6.05,1.99,1.03,6.1,6.97,6.61,22.63,4.46,1.52,4.44,5.61,8.124334266133236,31.67,63.82,56.46,8.35,11.95,6.97,1.74,28.48,10.04,18.76,13.62,1.25
1932-04-30,10.37,4.65,1.53,0.79,6.83,7.81,5.75,24.75,6.76,2.12,12.91,9.46,7.163549622852595,33.57,78.75,74.5,7.48,12.69,7.81,1.95,30.7,16.94,25.8,19.02,0.96
1932-05-31,23.09,3.62,1.19,0.61,4.75,5.43,2.58,13.63,28.19,4.73,32.11,21.49,2.718155019704561,45.96,85.9,143.02,5.87,11.47,5.43,1.36,34.5,52.48,38.91,26.7,0.75
1932-06-30,16.66,1.09,0.36,0.19,1.34,1.53,0.4,7.44,30.29,3.41,20.16,13.07,0.6826964479919936,20.98,29.93,93.24,1.81,4.25,1.53,0.38,3.11,37.9,15.65,16.37,0.23
1932-07-31,1.72,1.06,0.35,0.18,0.4,0.46,0.15,1.16,4.02,0.35,1.97,0.92,0.2087557826768318,4.62,8.18,22.74,0.42,4.71,0.46,0.11,10.05,3.39,2.17,1.94,0.22
1932-08-31,0.71,0.52,0.17,0.09,0.31,0.35,0.08,0.85,1.25,0.14,0.53,0.26,0.5845684999485671,2.19,4.93,11.11,0.17,3.35,0.35,0.09,2.43,0.96,0.81,1.45,0.11
1932-09-30,0.65,0.18,0.06,0.03,0.29,0.33,0.07,2.62,1.96,0.13,0.42,0.18,0.27999651419625593,1.47,3.15,8.1,0.14,6.4,0.33,0.08,1.59,1.01,0.58,1.12,0.04
1932-10-31,0.28,2.25,0.74,0.38,0.52,0.59,0.48,3.32,0.5,0.06,0.24,0.1,0.6983366068933456,1.89,3.56,7.77,0.12,2.92,0.59,0.15,6.89,0.35,1.3,0.38,0.47
1932-11-30,0.89,1.4,0.46,0.24,0.48,0.55,0.76,5.03,1.3,0.18,0.26,0.38,1.0273912022361262,1.86,4.49,7.81,0.19,1.87,0.55,0.14,4.92,1.1,2.02,1.25,0.29
1932-12-31,1.59,2.77,0.91,0.47,0.62,0.71,1.14,6.77,1.23,0.33,0.29,0.95,1.923210425249646,2.33,5.99,8.24,0.28,3.67,0.71,0.18,2.41,1.87,2.57,2.47,0.57
1933-01-31,1.81,4.23,1.39,0.72,0.65,0.74,1.85,5.25,1.13,0.37,0.3,1.18,1.9206656870779542,3.24,7.05,8.54,0.41,5.95,0.74,0.19,1.75,2.28,2.72,2.83,0.87
1933-02-28,0.94,4.99,1.64,0.85,0.73,0.83,1.76,4.95,0.55,0.19,0.28,0.62,1.374366812726457,4.96,7.18,8.69,0.72,7.3,0.83,0.21,5.69,1.22,2.77,1.45,1.03
1933-03-31,2.97,10.18,3.35,1.73,2.31,2.64,4.71,9.5,1.72,0.61,0.49,2.04,5.43974368500139,15.19,22.88,23.97,4.81,16.34,2.64,0.66,12.56,3.88,7.68,5.09,2.11
1933-04-30,6.68,3.77,1.24,0.64,4.27,4.88,3.22,24.88,4.0,1.37,5.88,5.24,4.58842406636602,20.23,44.41,47.58,4.38,6.57,4.88,1.22,20.27,9.47,15.94,12.39,0.78
1933-05-31,11.66,3.92,1.29,0.67,2.91,3.33,1.95,11.28,10.08,2.39,14.71,11.3,2.400076925417274,23.62,40.68,68.8,4.03,9.01,3.33,0.83,14.59,23.92,20.51,17.68,0.81
1933-06-30,14.13,1.06,0.35,0.18,1.0,1.14,0.35,0.0,22.06,2.9,18.47,11.64,0.714524867725757,16.76,17.87,70.51,1.2,3.23,1.14,0.29,0.0,32.84,12.78,14.36,0.22
1933-07-31,2.7,0.73,0.24,0.12,0.2,0.23,0.11,0.0,5.37,0.55,1.14,1.96,0.2018581539715676,3.09,3.24,14.23,0.23,2.4,0.23,0.06,0.0,6.09,1.55,2.82,0.15
1933-08-31,1.78,0.64,0.21,0.11,0.17,0.19,0.07,0.0,3.87,0.36,0.3,0.93,0.18749384883573583,1.46,2.48,8.09,0.09,2.82,0.19,0.05,0.0,3.34,0.64,2.47,0.13
1933-09-30,0.51,0.18,0.06,0.03,0.2,0.23,0.05,1.77,1.36,0.11,0.35,0.14,0.3720705569806668,1.24,2.0,6.56,0.09,2.89,0.23,0.06,1.12,0.79,0.46,0.94,0.04
1933-10-31,1.27,1.28,0.42,0.22,0.56,0.64,0.68,3.37,1.83,0.26,0.36,0.54,0.915852154230149,2.33,3.96,8.86,0.23,1.65,0.64,0.16,3.44,1.56,1.66,1.77,0.26
1933-11-30,2.37,1.55,0.51,0.26,0.55,0.63,0.78,4.36,1.71,0.48,0.6,1.47,0.9121205077876953,2.42,4.72,8.5,0.23,2.06,0.63,0.16,0.0,2.84,2.36,3.71,0.32
1933-12-31,3.56,9.03,2.97,1.53,1.4,1.6,4.05,9.08,2.06,0.73,0.96,2.39,5.012623674905194,9.42,14.28,18.35,1.33,12.65,1.6,0.4,4.88,4.63,5.81,5.72,1.87
1934-01-31,3.33,8.97,2.95,1.52,2.24,2.56,5.14,14.26,1.92,0.68,1.42,2.37,3.7868448397922867,12.28,21.62,23.97,2.27,13.7,2.56,0.64,10.11,4.42,7.64,6.16,1.86
1934-02-28,4.61,8.51,2.8,1.45,2.65,3.03,5.84,15.0,2.83,0.95,2.33,3.89,7.716358184432648,13.6,26.68,29.33,3.66,14.35,3.03,0.76,9.13,6.94,9.71,8.61,1.76
1934-03-31,10.48,3.65,1.2,0.62,2.91,3.33,3.53,15.48,9.19,2.15,9.82,10.17,4.681339168192519,18.22,37.33,55.66,2.43,7.11,3.33,0.83,5.41,21.78,17.6,15.66,0.75
1934-04-30,10.62,0.82,0.27,0.14,0.84,0.96,1.28,0.0,15.39,2.17,12.06,8.96,1.285835360680537,11.43,13.01,46.82,1.09,2.02,0.96,0.24,0.0,24.85,10.4,10.83,0.17
1934-05-31,4.21,1.58,0.52,0.27,0.31,0.35,0.33,1.24,8.35,0.86,5.27,3.09,0.6311422903088372,6.39,4.33,26.11,0.72,3.82,0.35,0.09,3.78,9.55,4.07,4.29,0.33
1934-06-30,1.63,1.09,0.36,0.19,0.14,0.16,0.18,1.2,3.35,0.33,1.39,1.12,0.32686806347771485,3.03,2.0,12.29,0.31,3.32,0.16,0.04,3.06,3.59,1.54,1.81,0.23
1934-07-31,0.81,1.0,0.33,0.17,0.11,0.13,0.1,0.58,1.85,0.17,0.31,0.43,0.16179592020971612,1.52,1.71,7.1,0.09,3.42,0.13,0.03,0.9,1.63,0.61,0.93,0.21
1934-08-31,0.0,0.64,0.21,0.11,0.12,0.14,0.06,1.24,0.0,0.0,0.16,0.0,0.34815461410974174,1.11,1.58,5.37,0.05,3.27,0.14,0.03,3.24,0.0,0.4,0.0,0.13
1934-09-30,0.88,0.15,0.05,0.03,0.15,0.17,0.05,0.0,2.03,0.18,0.11,0.3,0.27883620381025764,1.17,1.41,5.21,0.06,2.54,0.17,0.04,0.0,1.27,0.36,1.72,0.03
1934-10-31,0.79,0.49,0.16,0.08,0.48,0.55,0.8,1.13,1.45,0.16,0.43,0.27,0.975419033738478,1.38,3.52,6.4,0.2,0.72,0.55,0.14,2.66,0.98,0.91,1.02,0.1
1934-11-30,4.16,3.83,1.26,0.65,1.01,1.15,2.18,0.0,4.0,0.85,1.35,2.34,2.328698969342307,5.44,9.36,14.23,1.17,5.71,1.15,0.29,0.0,4.93,3.17,6.22,0.79
1934-12-31,3.56,5.26,1.73,0.89,1.11,1.27,2.27,7.2,2.19,0.73,1.6,2.38,2.8763806080083896,5.54,10.67,14.93,1.29,7.98,1.27,0.32,0.99,4.52,4.22,5.5,1.09
1935-01-31,2.5,15.6,5.13,2.65,1.85,2.11,8.85,0.0,1.49,0.51,2.33,1.68,9.103370814083352,18.75,21.65,21.79,3.7,24.37,2.11,0.53,14.76,3.23,7.09,3.87,3.23
1935-02-28,2.87,11.28,3.71,1.92,2.79,3.19,6.75,12.3,1.7,0.59,2.82,2.03,4.297766939062491,14.75,29.71,28.94,4.85,19.11,3.19,0.8,20.15,3.75,9.45,5.08,2.33
1935-03-31,5.08,19.37,6.37,3.29,3.53,4.03,11.06,10.36,3.03,1.04,2.92,3.72,9.545815271694558,20.3,37.35,32.83,5.54,34.24,4.03,1.01,11.5,6.76,10.76,9.31,4.01
1935-04-30,14.14,29.21,9.61,4.96,12.42,14.19,19.8,34.82,9.18,2.9,12.99,12.72,22.71317101493488,78.26,142.64,135.13,21.47,62.55,14.19,3.55,81.47,23.14,46.35,25.42,6.05
1935-05-31,26.5,5.08,1.67,0.86,4.35,4.97,3.76,17.58,33.78,5.43,30.35,24.4,4.17588817525926,45.45,85.28,151.14,5.76,15.99,4.97,1.24,21.29,60.48,38.87,29.87,1.05
1935-06-30,13.41,2.43,0.8,0.41,1.23,1.41,0.46,13.31,25.32,2.75,19.6,10.38,0.6813740092502416,13.89,27.7,89.2,0.9,9.81,1.41,0.35,17.14,30.41,13.89,13.03,0.5
1935-07-31,1.83,0.79,0.26,0.13,0.38,0.43,0.15,1.62,4.25,0.38,2.21,1.04,0.511616853092704,2.89,7.69,19.95,0.25,3.7,0.43,0.11,4.85,3.83,1.74,1.9,0.16
1935-08-31,0.55,1.03,0.34,0.18,0.31,0.35,0.08,1.43,1.29,0.11,0.44,0.29,0.7155809995818885,1.84,4.85,10.64,0.1,6.38,0.35,0.09,2.66,0.93,0.76,0.8,0.21
1935-09-30,1.42,0.15,0.05,0.03,0.28,0.32,0.08,0.0,3.36,0.29,0.2,0.46,0.22245889415475517,1.71,3.15,7.95,0.09,9.02,0.32,0.08,0.0,2.05,0.57,2.74,0.03
1935-10-31,1.73,4.1,1.35,0.7,0.36,0.41,0.85,4.31,3.17,0.35,0.22,0.6,1.0368592018975293,2.51,5.34,9.41,0.3,6.16,0.41,0.1,0.64,2.14,1.34,2.24,0.85
1935-11-30,1.46,0.94,0.31,0.16,0.2,0.23,0.99,13.3,1.16,0.3,0.26,0.89,1.1005384159595206,2.68,6.14,9.19,0.32,1.45,0.23,0.06,3.69,1.72,2.02,2.19,0.2
1935-12-31,0.81,4.53,1.49,0.77,0.23,0.26,1.6,21.6,0.64,0.17,0.32,0.49,1.6403848639412244,3.62,7.53,10.22,0.7,6.97,0.26,0.07,8.72,0.95,2.72,1.24,0.94
1936-01-31,8.44,26.05,8.57,4.42,9.74,11.13,15.72,13.59,5.47,1.73,2.04,5.56,14.625105045273285,39.52,62.0,63.95,13.2,42.1,11.13,2.78,35.91,10.58,20.5,12.97,5.39
1936-02-29,5.23,51.53,16.95,8.75,14.94,17.07,23.07,70.25,3.12,1.07,2.65,3.7,22.96894531127212,64.21,94.38,80.87,20.6,96.54,17.07,4.27,67.15,6.83,26.91,9.28,10.66
1936-03-31,12.65,10.37,3.41,1.76,2.45,2.8,6.83,0.0,7.86,2.59,7.68,10.3,8.261677353828688,32.69,81.14,72.99,7.44,24.29,2.8,0.7,16.8,18.16,25.29,23.27,2.15
1936-04-30,18.12,9.48,3.12,1.61,2.19,2.5,4.34,0.0,15.77,3.71,20.0,17.76,3.9220424590596537,46.16,98.22,119.25,8.35,30.35,2.5,0.63,34.54,36.49,37.96,27.47,1.96
1936-05-31,23.45,2.49,0.82,0.42,1.14,1.3,0.85,7.19,33.02,4.8,36.29,20.67,1.3965774567512668,28.84,54.75,130.6,2.45,10.38,1.3,0.33,13.49,54.34,28.19,23.95,0.52
1936-06-30,12.76,1.52,0.5,0.26,0.72,0.82,0.37,4.4,25.24,2.61,17.24,9.71,0.5524555159509958,13.28,20.99,68.61,1.41,7.84,0.82,0.21,0.0,28.79,8.99,12.27,0.31
1936-07-31,2.69,0.36,0.12,0.06,0.15,0.17,0.15,0.0,6.21,0.55,1.57,1.57,0.38121233009697875,3.96,8.16,20.32,0.39,5.86,0.17,0.04,0.0,5.62,1.77,2.8,0.08
1936-08-31,0.31,0.0,0.0,0.0,0.15,0.17,0.08,3.55,0.73,0.06,0.39,0.17,0.8008615065029403,2.22,5.49,11.61,0.15,5.31,0.17,0.04,4.69,0.43,0.83,0.54,0.0
1936-09-30,1.69,0.55,0.18,0.09,0.16,0.18,0.09,3.95,4.02,0.35,0.24,0.56,0.25356263350608543,1.82,3.86,9.41,0.14,2.48,0.18,0.05,0.0,2.44,0.68,3.11,0.11
1936-10-31,0.76,1.37,0.45,0.23,0.36,0.41,0.7,2.7,1.38,0.16,0.37,0.26,0.8845650214205554,1.83,4.31,8.29,0.13,1.96,0.41,0.1,5.06,0.94,1.17,1.01,0.28
1936-11-30,0.0,1.09,0.36,0.19,0.3,0.34,0.93,0.0,0.0,0.0,0.15,0.0,1.0356852809758437,1.83,5.4,8.18,0.18,1.65,0.34,0.09,10.54,0.0,2.04,0.0,0.23
1936-12-31,1.19,3.92,1.29,0.67,0.4,0.46,1.15,8.15,1.4,0.24,0.13,0.6,1.2367931412281348,2.47,6.02,8.82,0.28,5.86,0.46,0.11,5.16,1.44,2.33,1.72,0.81
1937-01-31,1.75,3.89,1.28,0.66,1.32,1.51,1.84,10.92,1.37,0.36,0.17,1.06,2.7073405241864026,2.77,7.39,8.88,0.42,5.92,1.51,0.38,2.46,2.05,2.86,2.67,0.81
1937-02-28,3.02,27.88,9.17,4.73,10.37,11.85,5.76,69.14,1.91,0.62,0.95,1.99,5.606688612111456,21.13,25.96,27.27,5.24,45.32,11.85,2.96,19.38,3.8,8.83,4.64,5.77
1937-03-31,5.6,26.97,8.87,4.58,9.86,11.27,12.69,33.85,3.3,1.15,2.21,3.87,10.617881184255502,27.51,47.44,43.87,7.89,50.31,11.27,2.82,23.74,7.29,14.32,9.5,5.58
1937-04-30,9.91,14.26,4.69,2.42,5.71,6.53,11.55,0.0,6.12,2.03,8.89,8.13,14.360597442956134,44.58,88.13,83.9,12.83,34.26,6.53,1.63,47.51,14.47,28.76,18.26,2.95
1937-05-31,26.96,3.8,1.25,0.65,2.12,2.42,3.79,0.0,31.26,5.52,34.74,24.84,3.613310282154466,43.46,84.29,150.77,6.86,13.14,2.42,0.61,20.94,59.31,39.76,33.55,0.79
1937-06-30,9.49,1.64,0.54,0.28,0.7,0.8,0.66,3.98,17.79,1.94,11.31,7.33,1.1034499669301354,12.2,16.1,60.69,1.05,6.69,0.8,0.2,9.89,21.58,9.09,9.38,0.34
1937-07-31,1.69,1.16,0.38,0.2,0.12,0.14,0.16,0.29,3.57,0.35,1.33,1.16,0.22447759385296703,3.61,6.09,17.49,0.34,5.67,0.14,0.03,4.72,3.68,1.61,1.71,0.24
1937-08-31,1.68,0.24,0.08,0.04,0.07,0.08,0.08,0.0,3.73,0.34,0.19,0.85,0.6892467127875718,2.04,4.2,10.07,0.15,5.09,0.08,0.02,0.0,3.07,0.75,2.35,0.05
1937-09-30,0.81,0.06,0.02,0.01,0.07,0.08,0.08,2.59,2.08,0.17,0.08,0.23,0.28180030917400956,1.67,2.93,7.81,0.12,4.78,0.08,0.02,0.3,1.22,0.56,1.49,0.01
1937-10-31,1.8,1.88,0.62,0.32,0.51,0.58,1.07,5.18,3.34,0.37,0.34,0.63,1.232189397357416,2.27,4.2,6.9,0.26,2.81,0.58,0.15,0.0,2.22,0.99,2.26,0.39
1937-11-30,2.51,5.17,1.7,0.88,2.99,3.42,5.91,19.14,2.58,0.51,1.16,1.39,6.083073803678693,8.08,15.04,22.08,1.5,7.95,3.42,0.85,12.82,2.99,4.38,3.67,1.07
1937-12-31,21.29,15.75,5.18,2.67,7.56,8.64,23.38,0.0,13.62,4.36,18.26,14.46,24.441923644082966,45.82,102.79,104.59,7.19,24.72,8.64,2.16,19.07,27.01,32.93,34.78,3.26
1938-01-31,3.45,10.34,3.4,1.76,3.14,3.59,8.87,24.23,2.07,0.71,2.73,2.54,5.356650964952568,12.72,29.13,24.19,4.72,16.27,3.59,0.9,9.71,4.56,8.01,6.26,2.14
1938-02-28,4.82,48.09,15.82,8.17,19.57,22.37,36.39,83.28,3.02,0.99,2.01,3.96,29.275942621586537,37.78,75.59,61.97,11.66,85.86,22.37,5.59,45.8,6.79,20.55,8.93,9.95
1938-03-31,5.3,43.72,14.38,7.42,19.71,22.53,33.5,59.3,3.35,1.09,3.38,4.46,36.91176650558852,80.34,154.59,128.49,26.17,90.79,22.53,5.63,124.52,7.79,44.45,9.61,9.05
1938-04-30,12.44,14.74,4.85,2.5,6.39,7.3,11.8,0.0,8.39,2.55,12.73,11.88,10.637906504509644,66.6,124.67,129.23,16.14,48.06,7.3,1.83,83.03,21.61,43.33,22.26,3.05
1938-05-31,35.03,4.89,1.61,0.83,2.62,2.99,3.88,2.04,43.26,7.17,47.05,33.01,5.771632114530419,73.61,126.19,217.42,10.94,23.16,2.99,0.75,47.4,79.29,54.53,40.21,1.01
1938-06-30,25.96,0.27,0.09,0.05,0.61,0.7,0.9,29.86,46.03,5.32,38.72,20.94,1.203797490786897,31.73,54.71,152.22,2.35,4.97,0.7,0.17,7.27,59.32,23.84,24.67,0.06
1938-07-31,5.59,0.09,0.03,0.02,0.19,0.22,0.23,0.0,12.32,1.15,5.33,3.68,1.6326079419898318,7.16,17.63,39.41,0.57,3.82,0.22,0.05,0.0,12.05,3.38,5.58,0.02
1938-08-31,1.43,0.0,0.0,0.0,0.08,0.09,0.14,0.0,3.26,0.29,0.7,0.75,0.8463591848786791,3.33,7.51,15.19,0.25,6.11,0.09,0.02,0.0,2.33,1.1,2.24,0.0
1938-09-30,1.85,0.58,0.19,0.1,0.24,0.27,0.14,0.0,4.58,0.38,0.31,0.54,0.3769945702984075,2.47,4.77,10.68,0.21,2.56,0.27,0.07,0.0,2.72,0.77,3.34,0.12
1938-10-31,1.67,2.16,0.71,0.37,0.42,0.48,0.99,0.0,2.0,0.34,0.33,0.81,1.3763194698655867,3.21,6.43,13.83,0.38,2.82,0.48,0.12,8.43,2.03,2.96,2.47,0.45
1938-11-30,1.0,2.61,0.86,0.44,0.18,0.21,1.32,2.59,0.75,0.2,0.5,0.61,2.3491961346201924,3.69,9.9,13.69,0.54,3.51,0.21,0.05,12.45,1.18,4.32,1.58,0.54
1938-12-31,1.76,3.25,1.07,0.55,0.24,0.27,1.82,0.0,1.01,0.36,0.37,1.16,1.6571222239383707,4.43,10.7,13.17,0.8,4.35,0.27,0.07,7.51,2.28,4.17,2.76,0.67
1939-01-31,2.59,3.95,1.3,0.67,0.96,1.1,1.87,4.38,1.48,0.53,0.38,1.77,1.5209635412818567,5.0,11.4,12.84,0.96,5.76,1.1,0.27,2.39,3.39,4.08,4.43,0.82
1939-02-28,1.36,6.08,2.0,1.03,1.37,1.57,1.72,18.03,0.78,0.28,0.34,0.95,2.0115775682157064,6.15,10.32,11.52,1.21,9.11,1.57,0.39,7.0,1.8,3.75,2.49,1.26
1939-03-31,5.8,10.34,3.4,1.76,3.09,3.53,3.47,26.75,3.54,1.19,2.25,4.9,5.1397706525155336,20.75,31.94,38.25,5.74,17.1,3.53,0.88,14.76,8.85,12.82,10.87,2.14
1939-04-30,11.85,3.68,1.21,0.62,0.93,1.06,1.88,0.0,12.73,2.43,13.88,10.99,2.653397354059855,20.53,27.67,63.13,3.6,7.18,1.06,0.27,7.84,26.18,17.02,15.47,0.76
1939-05-31,7.06,1.92,0.63,0.33,0.58,0.66,0.64,6.18,11.17,1.45,7.81,5.73,0.8091249054407221,8.4,7.21,34.87,0.88,4.63,0.66,0.17,0.0,16.4,6.4,7.34,0.4
1939-06-30,2.44,1.12,0.37,0.19,0.27,0.31,0.2,12.03,4.79,0.5,1.66,1.76,0.42054774377759685,3.28,1.92,13.92,0.31,3.18,0.31,0.08,0.65,5.54,1.81,2.49,0.23
1939-07-31,0.78,1.0,0.33,0.17,0.34,0.39,0.09,0.0,1.65,0.16,0.23,0.5,0.17721016427770309,1.67,1.71,8.37,0.11,3.25,0.39,0.1,3.15,1.67,0.83,0.84,0.21
1939-08-31,0.0,0.73,0.24,0.12,0.22,0.25,0.06,0.0,0.0,0.0,0.16,0.0,0.12791008124584025,1.2,1.66,6.4,0.07,3.26,0.25,0.06,4.92,0.0,0.5,0.0,0.15
1939-09-30,1.4,0.18,0.06,0.03,0.27,0.31,0.05,0.0,3.18,0.29,0.08,0.59,0.39157831809913546,1.2,1.58,5.96,0.08,2.93,0.31,0.08,0.0,2.39,0.41,2.25,0.04
1939-10-31,2.07,1.22,0.4,0.21,0.3,0.34,0.79,0.0,3.57,0.42,0.36,0.78,0.9327828422730814,2.33,4.54,7.84,0.45,1.74,0.34,0.09,0.0,2.56,1.12,2.71,0.25
1939-11-30,0.96,0.97,0.32,0.17,0.03,0.03,0.74,13.53,0.76,0.2,0.22,0.58,0.8737674745004529,1.64,3.75,6.46,0.33,1.43,0.03,0.01,2.29,1.13,0.92,1.46,0.2
1939-12-31,1.91,1.43,0.47,0.24,0.0,0.0,1.9,7.58,1.52,0.39,0.43,1.16,1.9682421856731216,2.67,6.87,9.22,0.46,2.17,0.0,0.0,2.05,2.23,2.46,2.92,0.3
1940-01-31,11.7,22.56,7.42,3.83,7.57,8.65,16.75,5.37,7.32,2.4,6.69,7.9,17.870927780423113,39.53,70.22,73.91,9.45,34.84,8.65,2.16,32.4,14.88,23.22,18.66,4.67
1940-02-29,10.29,35.93,11.82,6.1,10.75,12.29,33.41,29.69,6.25,2.11,7.0,7.84,27.05040951979992,66.44,128.58,108.77,18.69,63.08,12.29,3.07,73.6,13.94,36.34,18.92,7.44
1940-03-31,22.41,33.05,10.87,5.61,10.8,12.34,23.51,0.0,17.92,4.59,17.7,21.36,26.35245911181106,84.12,154.38,155.87,19.97,67.93,12.34,3.09,53.8,42.12,52.46,36.06,6.84
1940-04-30,14.99,9.61,3.16,1.63,3.83,4.38,6.07,15.8,19.37,3.07,21.13,13.83,6.15196107715505,46.02,68.28,122.76,7.78,29.78,4.38,1.09,59.01,34.3,31.24,16.61,1.99
1940-05-31,21.83,2.55,0.84,0.43,0.91,1.04,0.81,18.77,36.87,4.47,33.28,17.89,1.2300220283021444,21.18,42.7,115.47,1.54,10.62,1.04,0.26,0.0,50.17,20.49,21.04,0.53
1940-06-30,5.68,1.31,0.43,0.22,0.23,0.26,0.29,11.79,12.01,1.16,8.77,3.99,0.3611921294725704,5.63,14.8,41.92,0.6,6.22,0.26,0.07,5.08,12.52,4.81,5.59,0.27
1940-07-31,2.04,0.97,0.32,0.17,0.0,0.0,0.14,0.0,4.63,0.42,0.75,1.06,0.8513657679951478,2.71,6.53,14.88,0.22,5.92,0.0,0.0,0.0,3.67,1.22,2.74,0.2
1940-08-31,0.47,0.0,0.0,0.0,0.05,0.06,0.1,1.49,0.78,0.1,0.15,0.14,0.8012749661486821,2.01,4.63,9.75,0.12,6.82,0.06,0.01,3.14,0.64,0.7,0.97,0.0
1940-09-30,0.88,0.3,0.1,0.05,0.12,0.14,0.12,3.03,2.62,0.18,0.2,0.25,0.3180454062680269,1.86,3.87,9.16,0.15,4.36,0.14,0.03,0.72,1.36,0.66,1.41,0.06
1940-10-31,0.0,1.09,0.36,0.19,0.34,0.39,1.16,0.09,0.0,0.0,0.29,0.0,1.3424489116867142,2.0,3.43,9.48,0.24,1.58,0.39,0.1,9.94,0.0,1.36,0.0,0.23
1940-11-30,5.69,2.95,0.97,0.5,0.75,0.86,1.38,0.0,6.55,1.17,1.23,2.96,1.6268845886191758,4.69,7.69,18.12,0.75,4.43,0.86,0.21,0.0,6.79,4.16,8.21,0.61
1940-12-31,7.36,19.76,6.5,3.36,6.01,6.87,18.12,0.0,4.65,1.51,4.38,4.9,21.59277094706708,31.85,79.04,60.9,8.39,30.73,6.87,1.72,37.06,9.3,19.1,11.3,4.09
1941-01-31,6.91,30.67,10.09,5.21,9.44,10.79,29.76,57.42,4.13,1.42,3.01,4.87,18.374425899624317,38.08,82.82,59.34,12.67,52.21,10.79,2.7,32.14,9.0,19.56,12.08,6.35
1941-02-28,7.31,29.64,9.75,5.03,9.45,10.8,31.84,32.1,4.46,1.5,5.7,5.64,32.441257017164745,59.52,124.48,87.58,16.29,54.64,10.8,2.7,61.41,9.96,29.62,13.43,6.13
1941-03-31,10.28,19.33,6.36,3.28,6.23,7.12,18.71,22.5,6.69,2.11,7.52,9.23,21.31710413933635,42.59,95.51,82.82,10.25,40.46,7.12,1.78,37.92,16.21,29.17,18.9,4.0
1941-04-30,12.24,16.78,5.52,2.85,5.45,6.23,11.3,19.59,10.72,2.51,10.77,12.02,10.141795685751703,39.09,89.57,83.66,8.73,45.85,6.23,1.56,26.53,25.04,26.07,18.07,3.47
1941-05-31,30.79,4.07,1.34,0.69,2.68,3.06,2.35,6.95,41.89,6.31,41.12,27.71,3.6272664692397143,42.68,93.82,177.64,6.39,17.22,3.06,0.77,23.77,70.82,40.65,32.49,0.84
1941-06-30,12.36,2.1,0.69,0.36,0.63,0.72,0.66,0.0,24.56,2.53,17.05,9.43,0.8755577725578689,14.39,26.73,77.06,1.45,10.06,0.72,0.18,5.22,27.86,10.26,11.81,0.43
1941-07-31,5.58,0.91,0.3,0.15,0.29,0.33,0.19,29.3,12.25,1.14,2.69,3.39,1.333874238599819,5.61,9.32,26.57,0.63,6.61,0.33,0.08,0.0,11.16,2.33,6.52,0.19
1941-08-31,0.78,0.0,0.0,0.0,0.28,0.32,0.14,0.64,1.77,0.16,0.55,0.23,0.9294871954325714,3.19,4.68,14.09,0.32,8.03,0.32,0.08,2.99,1.15,1.01,1.48,0.0
1941-09-30,0.48,0.46,0.15,0.08,0.22,0.25,0.14,4.24,1.54,0.1,0.33,0.13,0.36567343362838756,2.37,3.94,10.5,0.27,4.2,0.25,0.06,4.41,0.74,0.76,0.68,0.09
1941-10-31,0.0,2.4,0.79,0.41,0.31,0.35,1.13,4.3,0.0,0.0,0.36,0.0,1.3319991514412965,2.38,4.41,9.89,0.31,3.53,0.35,0.09,10.6,0.0,1.42,0.0,0.5
1941-11-30,5.07,3.07,1.01,0.52,0.63,0.72,1.69,10.39,6.21,1.04,0.66,2.55,1.8565179816077104,3.86,6.01,13.03,0.63,4.74,0.72,0.18,0.0,6.08,2.65,7.21,0.64
1941-12-31,13.76,19.91,6.55,3.38,6.3,7.2,20.29,0.0,8.71,2.82,8.6,9.28,21.141460006752215,35.58,83.23,78.27,8.47,31.03,7.2,1.8,26.49,17.45,24.27,21.92,4.12
1942-01-31,11.5,27.79,9.14,4.72,7.45,8.51,23.85,29.15,7.01,2.35,7.13,8.79,15.457805172443607,56.15,109.9,98.01,15.26,47.25,8.51,2.13,51.24,15.59,32.51,21.12,5.75
1942-02-28,7.3,33.29,10.95,5.65,11.37,12.99,27.64,49.5,4.74,1.5,4.4,6.51,30.80560128967684,55.29,126.46,88.69,16.27,60.73,12.99,3.25,62.2,11.44,30.54,13.35,6.89
1942-03-31,4.92,12.49,4.11,2.12,3.21,3.67,6.49,22.07,3.31,1.01,4.06,4.69,7.26800142813795,24.71,38.79,49.98,5.87,25.93,3.67,0.92,29.79,8.26,17.67,9.11,2.59
